guest_id,park,weather,passholder,ll_use,age,party_size,visit_days,avg_temp_f,walked_miles,num_rides,wait_avg_am,wait_avg_pm,satisfaction_slider,budget,money_spent,spending_day1,spending_day2,plan_style,planned_character_dinner,actual_character_dinner,would_recommend
363,Animal Kingdom,Sunny,No,No,69,5,5,72,5.49,11,13.9,39,59.9,300,332.69,198.08,60.75,Planner,Yes,Yes,No
364,Animal Kingdom,Sunny,No,Yes,8,3,4,80.4,7.1,12,27.7,36.2,83.1,200,281.56,157.61,64.08,Mixed,Yes,No,No
365,Animal Kingdom,Cloudy,Yes,No,33,5,3,70.7,10.28,12,5,7.2,100,300,313.39,167.68,52.07,Mixed,No,No,Yes
366,Magic Kingdom,Cloudy,No,No,51,7,5,72.7,10.16,16,81,93.7,71.1,300,314.05,174.19,45.2,Mixed,Yes,No,No
367,EPCOT,Rainy,No,Yes,37,3,4,91.7,8.53,14,23.7,36.3,82.4,300,339,171.92,86.41,Mixed,No,Yes,No
368,Magic Kingdom,Cloudy,No,Yes,23,3,5,78.1,6.37,17,64.5,73.2,57.8,300,282.22,161.33,40.78,Spontaneous,No,No,No
369,Animal Kingdom,Sunny,Yes,Yes,46,8,4,92.3,9.94,14,31.8,49.3,84.1,300,387,208.14,42.21,Mixed,No,Yes,Yes
370,Hollywood Studios,Cloudy,No,No,51,4,8,76.6,6.72,14,59.5,62.5,89.8,300,378.58,163.33,75.96,Spontaneous,No,No,Yes
371,Magic Kingdom,Sunny,No,No,39,4,4,74,5.11,12,37.7,54,91.2,300,296.46,162.18,66.32,Planner,No,Yes,Yes
372,Hollywood Studios,Cloudy,No,Yes,20,3,4,72.1,9.2,11,40.2,54.8,73.3,200,209.07,114.06,45.02,Mixed,Yes,No,No
373,Animal Kingdom,Sunny,Yes,Yes,62,2,2,102,16.86,13,11.3,27.4,85.8,200,267.64,133.33,73.9,Planner,Yes,Yes,Yes
374,Magic Kingdom,Sunny,No,Yes,39,3,4,87.3,16.06,11,55.5,58.5,81.6,200,361.13,130.56,108.03,Mixed,No,No,Yes
375,Magic Kingdom,Sunny,No,Yes,45,5,3,75.6,14.17,13,48.3,61.8,62.9,300,366.35,162.49,57.2,Spontaneous,No,No,No
376,Magic Kingdom,Rainy,Yes,Yes,40,3,5,88.7,10.34,15,46.6,50.7,95.6,300,307.42,127.36,44.86,Spontaneous,No,No,Yes
377,Animal Kingdom,Rainy,No,No,31,4,7,73.2,14.99,10,16.9,33,75.5,200,281.15,161.11,42.43,Mixed,Yes,Yes,Yes
378,Magic Kingdom,Sunny,Yes,Yes,42,5,4,76.1,19.03,12,50.1,56.5,81.3,200,258.06,135,32.99,Planner,No,No,Yes
379,Magic Kingdom,Cloudy,No,Yes,17,1,10,87.2,13.45,21,58.5,59.9,65.7,100,267.47,129.12,48.08,Planner,No,Yes,No
380,Magic Kingdom,Sunny,Yes,No,42,3,4,90.6,10.27,13,55.9,74.3,83.4,300,285.58,161.1,37.39,Planner,No,No,Yes
381,Animal Kingdom,Sunny,Yes,Yes,23,1,4,79.5,9.97,19,24.9,36.4,68.6,200,274.56,108.21,93.32,Planner,Yes,Yes,Yes
382,EPCOT,Cloudy,No,Yes,21,6,5,85.8,8.71,9,18.5,29.4,79.1,400,378.95,161.3,127.43,Planner,Yes,Yes,Yes
383,Hollywood Studios,Sunny,No,No,33,4,6,85.4,9.26,15,29.8,52.1,92,200,NA,NA,NA,Mixed,No,No,Yes
384,Hollywood Studios,Sunny,No,Yes,28,4,7,91.4,14.54,13,47.1,53,69.8,300,370.29,215.61,82.51,Mixed,Yes,Yes,No
385,Animal Kingdom,Rainy,No,Yes,26,2,4,71.8,5.52,10,36.2,49.3,66.3,300,269.1,159.01,60.31,Mixed,No,No,Yes
386,Animal Kingdom,Sunny,Yes,Yes,43,3,4,85.4,9.46,10,32.9,44.9,84.9,300,274.52,146.8,38.12,Planner,No,No,Yes
387,Magic Kingdom,Rainy,Yes,No,15,4,8,80.1,9.35,19,58.6,66.6,83.9,300,332.61,129.33,64.15,Spontaneous,Yes,Yes,Yes
388,Magic Kingdom,Cloudy,No,No,32,5,9,81.8,5.99,18,51.4,56.7,65.2,300,372.38,174.87,44.39,Spontaneous,Yes,Yes,Yes
389,Magic Kingdom,Sunny,No,Yes,34,2,4,93.7,9.34,12,57.5,73.1,70.9,300,321.25,133.58,53.14,Planner,No,Yes,No
390,Hollywood Studios,Sunny,Yes,No,24,4,6,73.8,10.04,8,49.5,60.4,70.8,200,283.99,117.42,97.6,Spontaneous,Yes,Yes,Yes
391,Animal Kingdom,Sunny,No,Yes,21,5,5,90.7,13.91,8,13.4,27.4,74.7,400,385.28,203.71,106.3,Mixed,Yes,No,Yes
392,Animal Kingdom,Rainy,Yes,Yes,32,3,6,82.9,10.26,13,19,31.8,62.7,300,285.79,115.86,83.15,Mixed,Yes,Yes,Yes
393,Animal Kingdom,Cloudy,No,No,20,7,5,70.1,14.85,15,25.7,33.2,86.2,300,347.21,195.77,84.58,Planner,No,No,Yes
394,Animal Kingdom,Cloudy,Yes,Yes,45,3,4,99.1,9.43,15,32.2,33.2,71.7,300,359.38,198.49,67.01,Planner,No,No,Yes
395,Animal Kingdom,Rainy,No,Yes,56,3,4,70.3,9.79,13,30.1,36.3,84.5,300,266.88,130.41,36.15,Spontaneous,No,No,Yes
396,Magic Kingdom,Sunny,Yes,No,24,6,5,79,14.93,13,47.6,62.9,79.6,300,339.76,183.65,57.5,Mixed,Yes,No,Yes
397,Animal Kingdom,Cloudy,No,No,19,8,5,70.3,6.21,12,20.5,17.1,67,200,377.1,136.55,115.98,Planner,No,No,Yes
398,Hollywood Studios,Rainy,No,Yes,38,3,2,95.4,9.55,10,25.3,43.1,66.2,200,234.83,84.49,43.24,Spontaneous,No,No,No
399,Magic Kingdom,Rainy,No,Yes,35,6,6,81.5,8.74,18,32.1,46.7,85.4,300,336.31,201.34,45.56,Planner,No,No,Yes
400,EPCOT,Cloudy,Yes,Yes,38,4,6,83.2,8.7,13,35.3,43.3,86.8,300,344.18,121.62,112.31,Planner,Yes,Yes,Yes
401,EPCOT,Sunny,No,No,19,6,7,83.4,10.51,15,19.8,27.3,71.7,400,333.1,140.84,106.08,Spontaneous,No,No,No
402,Hollywood Studios,Sunny,No,Yes,26,4,6,88.1,5.84,13,55.8,64.5,77.1,300,329.92,194.78,69.89,Mixed,Yes,Yes,No
403,EPCOT,Sunny,No,Yes,29,4,4,87.7,12.43,18,33.5,46,78.3,200,295,124.6,38.46,Planner,Yes,Yes,No
404,Magic Kingdom,Cloudy,No,No,26,4,7,94.9,10.21,16,30.1,40.4,70.8,300,376.78,195.31,107.1,Mixed,Yes,Yes,Yes
405,Magic Kingdom,Sunny,Yes,No,39,5,8,101.2,9.06,18,53.4,60.4,80.1,400,408.76,194.77,90.6,Spontaneous,No,No,Yes
406,Magic Kingdom,Cloudy,No,Yes,42,2,7,93.8,9.53,13,44.6,54.1,78,300,421.65,214.88,95.82,Spontaneous,Yes,Yes,No
407,Animal Kingdom,Cloudy,No,Yes,47,3,5,102,13.74,13,37.4,57.2,85.5,300,393.04,219.39,49.81,Mixed,No,No,Yes
408,Magic Kingdom,Cloudy,Yes,No,29,5,2,89,5.21,5,64.3,62.5,70.8,100,227.47,129.86,39.38,Planner,No,Yes,No
409,EPCOT,Sunny,No,No,53,3,6,72.1,8.64,15,38.8,41.6,86.5,200,327.12,127.03,101.48,Mixed,Yes,Yes,No
410,Magic Kingdom,Rainy,No,Yes,51,4,4,83.8,8.94,11,39.1,45.3,60.8,300,332.47,152.51,77.23,Spontaneous,No,No,No
411,Hollywood Studios,Cloudy,No,No,34,3,1,79.5,6.51,10,43.8,54,64.5,200,269.62,269.62,NA,Planner,Yes,Yes,No
412,EPCOT,Sunny,No,No,18,5,8,89.4,12.41,19,26.2,38.2,70.4,300,280.32,130.12,39.66,Planner,Yes,No,No
413,Animal Kingdom,Sunny,No,No,31,7,5,87.6,11.85,13,38,50.5,74.3,400,407.05,152.87,58.99,Mixed,Yes,Yes,No
414,Hollywood Studios,Sunny,No,No,20,4,4,83.7,12.27,16,37.9,49.1,75.8,200,260.59,128.45,77.27,Planner,No,No,Yes
415,Hollywood Studios,Cloudy,No,No,50,5,4,72.9,7.55,17,36.2,66.1,77,200,271.59,125.44,58.07,Mixed,Yes,Yes,No
416,Hollywood Studios,Sunny,Yes,No,22,8,3,87.1,7.83,15,43.1,49.3,83.3,300,306.67,161.6,77.4,Spontaneous,No,No,Yes
417,Magic Kingdom,Cloudy,Yes,Yes,39,1,9,77.6,10.29,15,59.9,65.6,89.8,400,357.13,180.77,53.82,Planner,No,No,Yes
418,Animal Kingdom,Sunny,No,Yes,36,6,6,92.2,12.37,13,54.8,53.6,88.7,200,304.35,138.96,75.78,Spontaneous,No,No,Yes
419,Magic Kingdom,Sunny,No,No,53,4,5,68.8,10.91,12,46,54.4,96.6,400,351.64,202.81,88.53,Planner,Yes,Yes,Yes
420,Hollywood Studios,Cloudy,No,Yes,23,3,3,85.6,5.02,13,37.2,50.3,62.9,200,252.83,143.43,37.22,Mixed,No,Yes,No
421,Magic Kingdom,Sunny,Yes,Yes,54,4,8,87.9,16.54,12,46.6,52.4,83,400,434.09,247.14,101.89,Planner,Yes,No,Yes
422,EPCOT,Cloudy,Yes,Yes,38,4,9,65.7,11.65,15,27.9,54.3,74.4,300,355.31,203.7,37.65,Spontaneous,Yes,Yes,Yes
423,Magic Kingdom,Sunny,Yes,Yes,33,3,8,79.5,16.07,16,48.3,49.1,78.9,400,351.99,191.15,36.88,Mixed,No,No,Yes
424,EPCOT,Sunny,No,Yes,40,8,9,82.5,11.11,16,45.5,53,76.6,300,403.06,208.54,89.31,Mixed,Yes,Yes,Yes
425,Animal Kingdom,Cloudy,No,Yes,58,4,6,74.7,13.52,12,7.8,18.4,64,300,368.26,186.58,86.05,Planner,No,No,No
426,Magic Kingdom,Sunny,No,No,48,3,3,72.9,10.47,11,70.3,72.1,89.3,200,195.13,104.49,23.92,Mixed,No,No,Yes
427,Magic Kingdom,Sunny,Yes,Yes,32,2,6,84.6,2.64,13,58.4,73.6,82.2,300,325.12,125.82,118.05,Planner,No,Yes,No
428,Hollywood Studios,Sunny,No,Yes,23,1,7,78.1,13.86,14,49.3,56.5,71.6,300,327.59,181.77,39.63,Mixed,Yes,Yes,Yes
429,Hollywood Studios,Sunny,No,No,42,3,2,94.6,9.56,5,56.5,63.4,80.6,200,239.45,99.57,34.05,Mixed,No,No,Yes
430,Magic Kingdom,Cloudy,Yes,Yes,39,3,8,84.4,12.57,12,35.8,42.6,58.4,200,304.91,151.8,60.12,Mixed,Yes,Yes,No
431,Magic Kingdom,Sunny,Yes,No,46,3,5,76.2,12.57,13,40.2,52.4,84.8,200,262.59,119.49,74.76,Planner,Yes,No,Yes
432,Animal Kingdom,Rainy,No,No,45,2,5,69.3,12.97,10,16.7,18.8,92.7,200,242.19,121.47,28.3,Spontaneous,No,No,Yes
433,EPCOT,Sunny,No,No,41,5,6,84.9,9.07,14,28.7,35.9,61.5,300,375.26,219.55,63.09,Planner,Yes,Yes,No
434,Hollywood Studios,Sunny,No,No,27,6,6,81.8,13.03,13,55.1,69.3,73.7,200,356.63,148.69,54.54,Planner,No,No,Yes
435,Hollywood Studios,Sunny,Yes,Yes,74,4,14,83.6,9.68,21,42.9,51.8,73.5,400,504.78,287.48,102.66,Spontaneous,No,Yes,Yes
436,Animal Kingdom,Cloudy,No,Yes,32,4,8,86.2,10.21,14,28.2,46.8,84.7,300,453.67,256.18,59.26,Mixed,Yes,Yes,Yes
437,EPCOT,Cloudy,No,No,33,5,7,83.8,9.9,10,20.3,21.5,75.6,400,341.1,177.55,67.3,Planner,No,No,No
438,Hollywood Studios,Cloudy,No,No,56,3,10,84,9.75,20,37.6,45.5,86.1,400,413.52,178.33,91.64,Spontaneous,No,No,Yes
439,EPCOT,Sunny,No,Yes,13,5,7,89.6,13.49,16,41.4,42.5,77,300,394.31,167.42,97.25,Planner,Yes,Yes,No
440,Magic Kingdom,Sunny,No,Yes,48,2,8,85.3,11.66,18,40.1,57.1,79.4,200,346.15,182.79,51.02,Mixed,No,No,No
441,EPCOT,Cloudy,No,No,36,3,2,91.5,5.26,9,40.4,41.5,65.7,200,311.66,167.89,85.57,Spontaneous,Yes,No,Yes
442,Hollywood Studios,Sunny,Yes,Yes,58,3,6,83.2,15.05,15,40.5,50.2,77.7,300,341.83,169.25,71.29,Planner,No,Yes,Yes
443,Hollywood Studios,Cloudy,No,Yes,38,7,7,86.7,13.91,14,50,42.2,68.6,300,342.61,193.09,52.84,Planner,Yes,No,Yes
444,Magic Kingdom,Sunny,No,No,31,2,5,68.4,12.16,16,71.2,73.8,100,200,303.09,118.48,92.77,Planner,Yes,Yes,Yes
445,Hollywood Studios,Sunny,No,No,31,3,4,85.4,9,7,51.5,58.7,66.6,300,340,190.35,89.29,Mixed,No,Yes,No
446,Hollywood Studios,Cloudy,No,No,57,6,3,78.5,14.75,12,40.3,55.2,70.5,300,290.15,149.92,69.91,Mixed,No,Yes,No
447,Magic Kingdom,Cloudy,No,No,29,2,5,84.9,6.96,16,21.7,34.9,60.3,200,322.4,117.77,91.84,Planner,No,No,No
448,EPCOT,Rainy,No,Yes,39,4,6,86.3,11.57,9,39.2,40.1,84.4,300,262.73,137.12,60.95,Spontaneous,No,Yes,Yes
449,EPCOT,Rainy,Yes,Yes,10,4,5,81.7,10.78,17,33.5,41,100,300,280.04,104.48,90.44,Planner,No,No,Yes
450,EPCOT,Sunny,No,Yes,34,4,10,74.1,7.94,17,19.6,40.2,61.1,300,411.76,240.61,92.15,Planner,No,No,No
451,Magic Kingdom,Cloudy,Yes,No,35,4,5,87.4,7.74,20,37.5,39.8,88.2,300,301.24,151.8,76.24,Spontaneous,Yes,Yes,Yes
452,EPCOT,Sunny,No,No,54,5,5,89.7,13.59,12,26.6,34.1,90.6,400,385.41,213.22,70.33,Planner,No,Yes,Yes
453,Hollywood Studios,Rainy,No,No,29,5,8,77.7,12.67,20,37.7,47.5,70.9,400,418.61,233.7,68.82,Planner,No,No,No
454,Magic Kingdom,Sunny,No,Yes,19,3,7,100.3,7.17,12,63.6,82.9,74.8,200,356.74,211.39,68.98,Spontaneous,No,No,Yes
455,Magic Kingdom,Sunny,No,Yes,23,3,6,79.7,16.53,12,33,56,72.3,300,340.79,201.69,81.45,Mixed,No,No,No
456,Hollywood Studios,Cloudy,Yes,No,25,5,9,96.5,13.76,13,60.3,76.7,85,400,426.23,217.65,97.42,Spontaneous,No,No,Yes
457,Animal Kingdom,Sunny,No,Yes,23,5,5,82.1,15.36,15,41,48.3,76.6,300,296.74,155.98,51.1,Spontaneous,No,No,No
458,EPCOT,Cloudy,No,Yes,35,2,6,87.3,8.67,13,36.7,36.3,95,200,278.27,97.49,63.52,Planner,No,No,Yes
459,Magic Kingdom,Rainy,No,Yes,32,4,5,79.3,10.51,16,46,59.1,77.6,200,298.89,113.44,48.14,Planner,Yes,No,Yes
460,Magic Kingdom,Cloudy,No,No,12,1,14,91.8,9.18,24,64.7,76.7,76.7,200,366.94,161.31,117.1,Planner,No,Yes,Yes
461,Animal Kingdom,Sunny,No,No,3,4,9,80.7,9.57,16,27.3,30.9,65.3,300,345.86,170.8,68.02,Planner,No,Yes,Yes
462,Hollywood Studios,Rainy,No,Yes,38,5,5,80.6,14.71,15,23.1,38.2,75.6,300,259.38,133.58,40.63,Spontaneous,Yes,Yes,No
463,Animal Kingdom,Cloudy,Yes,Yes,42,3,4,81.6,8.34,10,34,44.3,92,300,294.66,172.06,62.05,Mixed,No,No,Yes
464,EPCOT,Cloudy,No,Yes,31,7,3,78.9,5.9,15,23.7,31.6,78.5,300,327.29,119.32,69.95,Planner,Yes,Yes,Yes
465,EPCOT,Cloudy,No,No,41,6,5,88.8,5.94,19,24.9,56.6,74.1,400,429.58,235.35,98.51,Mixed,Yes,Yes,No
466,Animal Kingdom,Rainy,Yes,Yes,34,4,8,89,12.58,13,23,32.8,78.2,300,426.8,160.66,153.41,Planner,Yes,Yes,Yes
467,Magic Kingdom,Rainy,No,No,19,3,5,80.4,9.72,10,17.6,23.8,86.7,200,332.39,154.11,37.07,Planner,Yes,Yes,Yes
468,Animal Kingdom,Cloudy,No,Yes,62,2,7,86.9,5.29,12,30.8,37.4,76,300,279.86,130.07,85.42,Planner,Yes,No,No
469,Magic Kingdom,Sunny,No,Yes,27,3,7,81.5,8.31,13,72.2,81.3,66.4,200,339.76,152.5,89.38,Planner,Yes,Yes,No
470,Hollywood Studios,Cloudy,Yes,No,38,2,6,74,10.88,16,54.2,58.1,81.9,200,319.52,113.57,48.84,Planner,Yes,Yes,Yes
471,Magic Kingdom,Sunny,Yes,Yes,17,4,7,83.6,8.65,11,43.1,62.4,74.4,200,326.24,139.58,75.16,Spontaneous,Yes,Yes,Yes
472,Hollywood Studios,Sunny,No,Yes,31,1,5,83.5,9.54,11,31.7,38.4,63.7,300,269.82,120.92,85.53,Planner,No,No,Yes
473,Magic Kingdom,Sunny,No,No,41,4,3,87.9,7.03,16,48.6,52.3,90.4,300,355.85,156.57,87.53,Planner,Yes,No,Yes
474,Animal Kingdom,Sunny,No,Yes,27,8,3,85.2,5.8,12,41.2,49.9,70,300,295.97,139.18,65.67,Spontaneous,Yes,Yes,No
475,EPCOT,Cloudy,No,No,58,3,8,81.8,8.29,19,32.2,54.8,75.8,300,300.32,151.08,62.35,Mixed,No,No,Yes
476,Animal Kingdom,Sunny,No,Yes,37,5,6,89.9,10.05,14,6.4,13.9,74.7,400,345.57,150.55,52.98,Spontaneous,No,No,No
477,Magic Kingdom,Sunny,No,Yes,33,8,3,75,11.44,12,52.6,62.5,79.4,300,342.26,138.13,67.72,Planner,Yes,Yes,Yes
478,Hollywood Studios,Sunny,Yes,Yes,29,3,4,80.1,9.93,17,56.4,60.7,83.6,300,291.26,172.8,30.03,Spontaneous,No,No,Yes
479,EPCOT,Sunny,Yes,Yes,42,3,6,94.7,8.98,15,39.9,41.3,77.6,300,369.57,148.17,126.47,Spontaneous,No,No,Yes
480,EPCOT,Rainy,No,Yes,19,5,6,86.5,7.6,11,24.7,36,63.5,200,326.54,115.14,114.12,Mixed,Yes,Yes,Yes
481,Animal Kingdom,Sunny,No,Yes,40,8,6,89.4,15.42,14,36.1,47.3,83.3,400,468.66,242.39,128.19,Spontaneous,Yes,Yes,Yes
482,Magic Kingdom,Cloudy,Yes,Yes,54,5,3,99.2,14.28,16,36.8,54.5,71.5,300,337.9,137.87,94.26,Spontaneous,No,No,Yes
483,Magic Kingdom,Cloudy,No,No,29,6,6,93.8,6.57,15,45,53.8,75.2,400,415.77,209.54,57.03,Spontaneous,No,Yes,No
484,Magic Kingdom,Sunny,No,Yes,36,4,5,83.4,7.04,14,50.9,77.6,63.6,300,346.38,167.56,84.54,Planner,No,No,No
485,Magic Kingdom,Cloudy,No,Yes,33,2,8,92.5,14.9,19,29.4,44.2,84.1,200,311.71,179.94,56.11,Mixed,Yes,Yes,Yes
486,Magic Kingdom,Sunny,No,Yes,27,3,6,85.4,12.9,12,30.2,39.8,62,300,351.74,125.84,129.06,Mixed,No,No,No
487,Magic Kingdom,Sunny,No,No,10,6,6,74.3,12.51,16,65.5,67.2,70.1,300,367.82,147.37,114.5,Planner,No,Yes,No
488,Animal Kingdom,Cloudy,Yes,No,49,4,3,90.1,5.74,10,36.3,47.7,92.8,200,273.91,162.63,38.57,Mixed,Yes,Yes,Yes
489,Animal Kingdom,Cloudy,No,Yes,42,5,4,85,5.57,9,30.3,54.4,83.1,300,327.56,163.62,46.82,Planner,Yes,Yes,Yes
490,EPCOT,Cloudy,Yes,Yes,50,4,5,90.1,5.23,7,39.4,50,98.4,100,147.87,78.28,36.8,Planner,No,No,Yes
491,Hollywood Studios,Sunny,No,No,56,5,3,89.9,7.26,9,44.3,43.2,78.6,300,331.78,135.14,67.43,Planner,No,No,No
492,EPCOT,Rainy,No,Yes,13,7,5,89,14.49,11,14.6,21.6,57.9,300,372.32,159.7,93.51,Spontaneous,Yes,No,No
493,Magic Kingdom,Cloudy,No,No,51,3,3,75.8,10.84,11,57.4,63.5,79.6,200,277.71,106.58,43.14,Planner,Yes,Yes,Yes
494,EPCOT,Sunny,No,No,27,3,7,83.4,8.83,12,33.2,54.3,81.2,200,297.04,164.45,57.45,Mixed,Yes,Yes,Yes
495,Magic Kingdom,Rainy,No,No,44,7,7,84.6,14.51,14,57.8,56.9,80.1,400,347.34,128.83,99.47,Spontaneous,No,Yes,Yes
496,Magic Kingdom,Sunny,No,No,11,7,7,68.8,5.25,12,68.5,69,58.7,300,350.26,184.61,96.43,Mixed,No,Yes,No
497,Magic Kingdom,Sunny,No,Yes,24,2,3,75.6,15.27,7,40.5,55.9,62.5,200,243.4,130.61,56.82,Spontaneous,No,Yes,Yes
498,EPCOT,Sunny,No,No,67,3,10,94.1,10.06,18,31,31.2,78.7,500,474.85,177.39,158.47,Mixed,No,Yes,Yes
499,EPCOT,Sunny,No,Yes,42,4,3,86.3,12.38,9,34.3,54,89.4,200,312.54,177.7,47.78,Mixed,Yes,Yes,Yes
500,Animal Kingdom,Rainy,Yes,No,36,6,4,79.7,14.76,11,30.8,36,80.5,400,408.26,243.03,88.1,Planner,No,Yes,Yes
501,EPCOT,Cloudy,Yes,Yes,40,5,8,83.7,8.83,13,34.3,31.8,70.6,300,408.32,153.01,146.27,Planner,No,No,Yes
502,EPCOT,Cloudy,No,No,47,5,5,78.2,10.03,12,28.6,35.3,82.7,300,426.91,240.92,72.99,Planner,No,No,Yes
503,Animal Kingdom,Sunny,No,No,33,1,5,96.4,10.18,13,37.9,53.3,77.9,200,304.42,112.96,57.51,Mixed,No,Yes,Yes
504,Magic Kingdom,Sunny,No,Yes,55,2,5,84.4,5.17,15,45.6,58.8,54.7,300,247.87,113.2,49.84,Planner,Yes,Yes,No
505,Magic Kingdom,Sunny,No,No,24,6,5,78.7,16.86,17,39.6,57.5,79.7,200,275.6,140.03,77.22,Planner,Yes,No,No
506,Magic Kingdom,Sunny,No,Yes,36,4,5,77.1,8.07,11,62.2,77.7,63.4,200,314.3,172.54,75.25,Planner,Yes,Yes,Yes
507,Magic Kingdom,Cloudy,No,Yes,58,1,8,86.9,15.99,15,47.4,61.5,68.4,200,332.93,190.28,47.73,Planner,Yes,Yes,No
508,Magic Kingdom,Rainy,No,Yes,24,4,7,86.3,12.92,23,49.4,64.9,87.3,300,389.62,191.52,46.68,Planner,No,No,Yes
509,Hollywood Studios,Sunny,No,No,44,9,6,77.5,9.63,12,46.4,59.1,74.6,400,416.41,207.15,87.71,Spontaneous,Yes,No,Yes
510,EPCOT,Cloudy,Yes,No,35,4,4,83.1,6.66,12,47.1,56.2,79.6,200,331.19,190.84,66,Mixed,No,Yes,Yes
511,Magic Kingdom,Sunny,No,Yes,27,5,7,88.3,12.44,13,40.6,45.3,71.7,300,365.98,162.96,51.44,Spontaneous,No,No,Yes
512,Animal Kingdom,Cloudy,Yes,Yes,20,3,4,90,11.77,16,20.4,34.7,85.8,300,336.68,156.39,63.59,Mixed,No,No,Yes
513,Magic Kingdom,Sunny,Yes,No,28,3,2,82.2,14.45,12,63.7,80.7,73.3,200,272.72,142.65,56.48,Spontaneous,No,Yes,Yes
514,Magic Kingdom,Cloudy,No,Yes,56,3,5,87.4,9.75,9,46.4,56.7,67.4,200,250.16,108.58,64.74,Planner,No,No,No
515,Hollywood Studios,Sunny,Yes,No,30,4,5,86.8,8.19,12,50.6,59.2,94.3,300,338.58,184.31,34.05,Spontaneous,No,No,Yes
516,Hollywood Studios,Sunny,No,No,37,7,5,59,9.99,12,29,44.1,72.2,200,313.22,123.1,56.95,Planner,No,No,Yes
517,Magic Kingdom,Rainy,Yes,Yes,10,2,5,79.5,12.35,15,49.7,62.8,71.5,200,263.29,137.85,73.16,Spontaneous,No,No,Yes
518,Magic Kingdom,Cloudy,No,Yes,22,5,4,78,13.95,14,61.7,68.1,74.6,400,340.93,182.27,78.13,Mixed,Yes,Yes,Yes
519,Magic Kingdom,Rainy,No,Yes,58,3,5,81.2,8.97,12,22.2,34,69.5,300,392.08,187.51,112.45,Planner,Yes,Yes,No
520,Animal Kingdom,Sunny,No,No,27,4,4,78,16.17,10,17.8,35.6,87.5,200,260.37,105.34,68.95,Mixed,No,No,Yes
521,EPCOT,Sunny,Yes,No,42,1,5,88.3,8.71,13,36.7,59.2,58.5,200,297.02,153.31,64.94,Mixed,No,No,No
522,Magic Kingdom,Cloudy,No,No,46,5,4,81.2,13.43,11,55.9,57.9,66.4,300,298.15,167.39,40.29,Mixed,No,No,No
523,Magic Kingdom,Rainy,Yes,No,53,4,10,75.4,12.29,20,40.9,49.5,65.7,400,457.2,269.35,105.22,Planner,Yes,Yes,Yes
524,Hollywood Studios,Sunny,No,No,33,3,8,86.1,8.69,17,22.7,37,57.4,200,271.19,145.3,30.51,Mixed,No,Yes,No
525,Animal Kingdom,Rainy,No,Yes,6,4,6,79.4,12.05,14,15.2,24.9,82.4,300,290.27,148.41,40.45,Mixed,Yes,Yes,No
526,EPCOT,Cloudy,No,Yes,22,6,5,97.6,12.81,14,17.5,29.5,86.4,300,356.81,179.02,41.9,Spontaneous,Yes,Yes,Yes
527,Animal Kingdom,Cloudy,Yes,No,25,5,3,96.8,10.4,9,50.2,50.8,69.1,200,290.81,117.59,78.52,Spontaneous,Yes,Yes,No
528,EPCOT,Cloudy,No,No,15,7,7,89.3,7.47,10,15.2,38.5,79.1,300,377.14,208.03,88.88,Planner,No,No,Yes
529,Hollywood Studios,Cloudy,No,Yes,35,5,6,75.1,16.52,15,43.2,38.1,80.6,300,316.98,185.82,50.42,Spontaneous,Yes,Yes,Yes
530,EPCOT,Sunny,No,No,49,5,5,85.5,10.33,7,42.6,62.7,58.1,400,343.83,126.5,45.03,Planner,No,No,No
531,Hollywood Studios,Rainy,No,Yes,35,1,7,101.3,6.06,10,29.3,47.1,66.7,200,290.21,144.16,31.43,Planner,Yes,Yes,Yes
532,Animal Kingdom,Sunny,Yes,No,45,5,5,88.7,5.64,6,32.8,29.4,68.6,200,306.72,131.82,102.78,Mixed,No,No,Yes
533,Magic Kingdom,Cloudy,Yes,No,14,4,7,82,12.5,19,50.5,59.7,76.4,200,345.98,169.09,60.53,Planner,Yes,Yes,No
534,Animal Kingdom,Sunny,No,No,46,2,8,86,11.41,18,29.3,27.2,71.8,300,328.54,174.25,35.64,Mixed,Yes,Yes,No
535,Animal Kingdom,Sunny,No,No,46,3,5,92.4,9.25,13,14,19.7,72.5,200,318.75,157.7,43.82,Mixed,Yes,Yes,Yes
536,Magic Kingdom,Cloudy,No,No,55,4,5,94.8,6.68,11,51.3,57.5,78.6,300,284.23,141.83,77.93,Mixed,Yes,Yes,No
537,EPCOT,Rainy,No,Yes,15,4,6,90.3,12.17,11,47.6,49.7,78,300,302.91,113.82,50.87,Planner,No,No,Yes
538,Hollywood Studios,Cloudy,No,Yes,26,3,7,90.5,11.15,12,42.2,56.6,85.5,400,375.93,185.25,91.2,Planner,No,No,Yes
539,Hollywood Studios,Rainy,Yes,Yes,50,8,6,85.4,9.97,11,39.5,46.6,74.9,400,387.02,152.74,99.81,Mixed,No,No,No
540,Animal Kingdom,Sunny,Yes,Yes,30,4,4,78.9,16.27,12,26.8,32,82,300,301.92,161.28,43.38,Planner,No,No,Yes
541,Hollywood Studios,Rainy,No,Yes,45,4,8,91.9,10.71,13,26.7,34.3,73.6,200,338.1,129.44,112.77,Mixed,No,No,Yes
542,Magic Kingdom,Sunny,No,Yes,48,5,3,81.5,6.81,11,51.7,61.9,84,300,344.73,206.84,78.64,Mixed,No,Yes,Yes
